127.0.0.1 - - [17/Nov/2022:10:23:33 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:34 +0900] "GET /Cving02/login.jsp HTTP/1.1" 200 2273
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:34 +0900] "GET /Cving02/jquery-3.6.0.js HTTP/1.1" 200 288580
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:34 +0900] "GET /Cving02/css/cving.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:34 +0900] "GET /Cving02/img/logoback.png HTTP/1.1" 200 9833
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:34 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:49 +0900] "POST /Cving02/loginok.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:49 +0900] "GET /Cving02/index.jsp HTTP/1.1" 200 10700
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:49 +0900] "GET /Cving02/img/_20161130_93_1480494792922pxVHU_JPEG_movie_image.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:49 +0900] "GET /Cving02/img/search.png HTTP/1.1" 200 1918
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:49 +0900] "GET /Cving02/img/_20111223_157_1324631835197womrv_JPEG_movie_image.jpg HTTP/1.1" 200 544797
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:49 +0900] "GET /Cving02/img/_20111222_143_1324500146180YE515_JPEG_movie_image.jpg HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:49 +0900] "GET /Cving02/img/_20111222_178_1324530814613IOhPu_JPEG_movie_image.jpg HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:49 +0900] "GET /Cving02/img/_20170405_195_1491374662721M3eIY_JPEG_movie_image.jpg HTTP/1.1" 200 303169
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:49 +0900] "GET /Cving02/img/_20130116_154_1358320249541CCTN4_JPEG_movie_image.jpg HTTP/1.1" 200 131189
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:50 +0900] "GET /Cving02/img/_20220224_85_16456652379780SqrU_JPEG_movie_image.jpg HTTP/1.1" 200 759911
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:50 +0900] "GET /Cving02/img/_20160317_45_1458175632396cGfgH_JPEG_movie_image.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:50 +0900] "GET /Cving02/img/_20170517_53_1495002261324f1t11_JPEG_movie_image.jpg HTTP/1.1" 200 1594388
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:50 +0900] "GET /Cving02/img/_20200310_70_1583815576189wOUJj_JPEG_movie_image.jpg HTTP/1.1" 200 4099626
0:0:0:0:0:0:0:1 - - [17/Nov/2022:10:23:50 +0900] "GET /Cving02/img/_20130328_281_1364458441055X9RB1_JPEG_movie_image.jpg HTTP/1.1" 200 311899
